"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","plantedSeedlotStockDbId","plantedSeedlotStockUniquename","plantedSeedlotCurrentCount","plantedSeedlotCurrentWeightGram","plantedSeedlotBoxName","plantedSeedlotTransactionCount","plantedSeedlotTransactionWeight","plantedSeedlotTransactionDescription","availableGermplasmSeedlotUniquenames","FHB DON content - ppm|CO_321:0001154","FHB grain incidence - %|CO_321:0001155","FHB incidence - %|CO_321:0001149","FHB severity - %|CO_321:0001440","Heading time - Julian date (JD)|CO_321:0001233","notes"
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239736","19-21364","","plot","279921","Prelim_Scab_2021-rep2-19-21364_1597","2","2","1597","10","27","test","","","","","","","","","","","0.58","5","1","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239737","19-21372","","plot","279755","Prelim_Scab_2021-rep2-19-21372_1461","2","2","1461","2","20","test","","","","","","","","","","","0.86","12","10","10","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239742","19-21425","","plot","280089","Prelim_Scab_2021-rep2-19-21425_1428","2","2","1428","14","19","test","","","","","","","","","","","1.1","12","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239746","19-21445","","plot","279571","Prelim_Scab_2021-rep2-19-21445_1421","2","2","1421","7","19","test","","","","","","","","","","","0.87","15","1","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239750","19-21462","","plot","279448","Prelim_Scab_2021-rep2-19-21462_1398","2","2","1398","17","18","test","","","","","","","","","","","1.8","30","20","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239752","19-21467","","plot","280142","Prelim_Scab_2021-rep2-19-21467_1320","2","2","1320","2","15","test","","","","","","","","","","","0.86","20","50","15","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239767","19-21556","","plot","279580","Prelim_Scab_2021-rep2-19-21556_1474","2","2","1474","12","22","test","","","","","","","","","","","2.1","10","15","10","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239768","19-21559","","plot","280161","Prelim_Scab_2021-rep2-19-21559_1325","2","2","1325","7","15","test","","","","","","","","","","","2.2","8","10","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239770","19-21570","","plot","279594","Prelim_Scab_2021-rep2-19-21570_1564","2","2","1564","6","26","test","","","","","","","","","","","1.5","5","5","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239772","19-21574","","plot","279353","Prelim_Scab_2021-rep2-19-21574_1501","2","2","1501","10","23","test","","","","","","","","","","","0.75","5","20","18","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239773","19-21575","","plot","279419","Prelim_Scab_2021-rep2-19-21575_1380","2","2","1380","14","17","test","","","","","","","","","","","1.6","15","20","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239775","19-21629","","plot","279836","Prelim_Scab_2021-rep2-19-21629_1517","2","2","1517","7","24","test","","","","","","","","","","","1.1","45","90","25","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239776","19-21632","","plot","280171","Prelim_Scab_2021-rep2-19-21632_1499","2","2","1499","12","23","test","","","","","","","","","","","2.6","88","30","10","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239777","19-21633","","plot","280122","Prelim_Scab_2021-rep2-19-21633_1429","2","2","1429","15","19","test","","","","","","","","","","","2.0","32","25","25","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239785","19-21717","","plot","279913","Prelim_Scab_2021-rep2-19-21717_1551","2","2","1551","8","25","test","","","","","","","","","","","1.7","35","6","30","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239787","19-21722","","plot","279600","Prelim_Scab_2021-rep2-19-21722_1379","2","2","1379","13","17","test","","","","","","","","","","","1.0","8","15","14","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239788","19-21724","","plot","280084","Prelim_Scab_2021-rep2-19-21724_1478","2","2","1478","16","22","test","","","","","","","","","","","0.90","35","20","10","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239789","19-21731","","plot","279672","Prelim_Scab_2021-rep2-19-21731_1550","2","2","1550","9","25","test","","","","","","","","","","","0.69","10","7","7","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239790","19-21744","","plot","279681","Prelim_Scab_2021-rep2-19-21744_1613","2","2","1613","7","28","test","","","","","","","","","","","0.54","25","25","10","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239791","19-21756","","plot","280183","Prelim_Scab_2021-rep2-19-21756_1544","2","2","1544","15","25","test","","","","","","","","","","","1.5","30","20","12","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239792","19-21760","","plot","279370","Prelim_Scab_2021-rep2-19-21760_1334","2","2","1334","16","15","test","","","","","","","","","","","0.56","10","25","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239794","19-21765","","plot","280121","Prelim_Scab_2021-rep2-19-21765_1607","2","2","1607","1","28","test","","","","","","","","","","","0.62","25","10","12","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239795","19-21815","","plot","280024","Prelim_Scab_2021-rep2-19-21815_1498","2","2","1498","13","23","test","","","","","","","","","","","0.26","22","10","7","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239796","19-21821","","plot","279341","Prelim_Scab_2021-rep2-19-21821_1399","2","2","1399","16","18","test","","","","","","","","","","","1.1","8","20","12","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239797","19-21829","","plot","279389","Prelim_Scab_2021-rep2-19-21829_1561","2","2","1561","3","26","test","","","","","","","","","","","0.12","10","20","10","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239799","19-21846","","plot","279625","Prelim_Scab_2021-rep2-19-21846_1514","2","2","1514","4","24","test","","","","","","","","","","","1.2","7","15","20","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239800","19-21848","","plot","279650","Prelim_Scab_2021-rep2-19-21848_1532","2","2","1532","22","24","test","","","","","","","","","","","0.64","20","10","7","131",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239803","19-21865","","plot","279420","Prelim_Scab_2021-rep2-19-21865_1441","2","2","1441","22","20","test","","","","","","","","","","","0.94","7","7","60","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239809","19-21924","","plot","279946","Prelim_Scab_2021-rep2-19-21924_1595","2","2","1595","12","27","test","","","","","","","","","","","0.60","5","10","10","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239819","19-22105","","plot","279657","Prelim_Scab_2021-rep2-19-22105_1625","2","2","1625","19","28","test","","","","","","","","","","","0.56","38","25","14","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239820","19-22112","","plot","279882","Prelim_Scab_2021-rep2-19-22112_1615","2","2","1615","9","28","test","","","","","","","","","","","0.89","15","25","30","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239822","19-22124","","plot","279706","Prelim_Scab_2021-rep2-19-22124_1599","2","2","1599","8","27","test","","","","","","","","","","","0.87","15","40","18","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239837","19-22649","","plot","279857","Prelim_Scab_2021-rep2-19-22649_1635","2","2","1635","20","29","test","","","","","","","","","","","0.60","20","20","14","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239839","19-22665","","plot","280174","Prelim_Scab_2021-rep2-19-22665_1507","2","2","1507","4","23","test","","","","","","","","","","","0.64","10","10","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239847","19-22741","","plot","279624","Prelim_Scab_2021-rep2-19-22741_1394","2","2","1394","21","18","test","","","","","","","","","","","1.1","15","25","14","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239848","19-22742","","plot","279592","Prelim_Scab_2021-rep2-19-22742_1366","2","2","1366","1","16","test","","","","","","","","","","","1.1","15","25","14","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239849","19-22744","","plot","279962","Prelim_Scab_2021-rep2-19-22744_1490","2","2","1490","21","23","test","","","","","","","","","","","1.1","85","20","20","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239851","19-22757","","plot","279983","Prelim_Scab_2021-rep2-19-22757_1395","2","2","1395","20","18","test","","","","","","","","","","","0.48","8","20","10","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239853","19-22767","","plot","279432","Prelim_Scab_2021-rep2-19-22767_1546","2","2","1546","13","25","test","","","","","","","","","","","1.9","25","10","16","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239855","19-22846","","plot","279817","Prelim_Scab_2021-rep2-19-22846_1500","2","2","1500","11","23","test","","","","","","","","","","","0.95","15","10","25","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239864","19-22975","","plot","279994","Prelim_Scab_2021-rep2-19-22975_1618","2","2","1618","12","28","test","","","","","","","","","","","0.51","15","15","12","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239865","19-23012","","plot","279848","Prelim_Scab_2021-rep2-19-23012_1344","2","2","1344","23","16","test","","","","","","","","","","","0.92","8","10","10","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239867","19-23019","","plot","279337","Prelim_Scab_2021-rep2-19-23019_1442","2","2","1442","21","20","test","","","","","","","","","","","0.76","10","5","7","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239869","19-23055","","plot","279666","Prelim_Scab_2021-rep2-19-23055_1362","2","2","1362","5","16","test","","","","","","","","","","","1.5","5","10","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239870","19-23059","","plot","279933","Prelim_Scab_2021-rep2-19-23059_1516","2","2","1516","6","24","test","","","","","","","","","","","2.1","40","10","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239871","19-23064","","plot","279819","Prelim_Scab_2021-rep2-19-23064_1408","2","2","1408","7","18","test","","","","","","","","","","","0.74","8","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239873","19-23069","","plot","279833","Prelim_Scab_2021-rep2-19-23069_1439","2","2","1439","24","20","test","","","","","","","","","","","0.42","23","1","14","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239875","19-23077","","plot","279707","Prelim_Scab_2021-rep2-19-23077_1484","2","2","1484","22","22","test","","","","","","","","","","","1.6","5","20","18","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239876","19-23112","","plot","280168","Prelim_Scab_2021-rep2-19-23112_1541","2","2","1541","18","25","test","","","","","","","","","","","1.4","15","50","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239881","19-23246","","plot","280240","Prelim_Scab_2021-rep2-19-23246_1524","2","2","1524","14","24","test","","","","","","","","","","","2.2","7","35","22","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239882","19-23251","","plot","279631","Prelim_Scab_2021-rep2-19-23251_1331","2","2","1331","13","15","test","","","","","","","","","","","0.53","10","20","12","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239885","19-23336","","plot","279926","Prelim_Scab_2021-rep2-19-23336_1342","2","2","1342","24","15","test","","","","","","","","","","","0.51","5","15","10","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239886","19-23337","","plot","279572","Prelim_Scab_2021-rep2-19-23337_1548","2","2","1548","11","25","test","","","","","","","","","","","1.4","35","20","24","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239888","19-23350","","plot","279901","Prelim_Scab_2021-rep2-19-23350_1423","2","2","1423","9","19","test","","","","","","","","","","","1.6","15","15","45","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239891","19-23716","","plot","279880","Prelim_Scab_2021-rep2-19-23716_1368","2","2","1368","2","17","test","","","","","","","","","","","0.42","25","10","10","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239896","19-23829","","plot","279918","Prelim_Scab_2021-rep2-19-23829_1341","2","2","1341","23","15","test","","","","","","","","","","","0.35","7","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239897","19-23833","","plot","279721","Prelim_Scab_2021-rep2-19-23833_1531","2","2","1531","21","24","test","","","","","","","","","","","0.88","15","15","14","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239900","19-23851","","plot","280030","Prelim_Scab_2021-rep2-19-23851_1338","2","2","1338","20","15","test","","","","","","","","","","","0.82","20","10","20","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239901","19-23853","","plot","280234","Prelim_Scab_2021-rep2-19-23853_1555","2","2","1555","4","25","test","","","","","","","","","","","0.27","5","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239902","19-23855","","plot","279648","Prelim_Scab_2021-rep2-19-23855_1509","2","2","1509","2","23","test","","","","","","","","","","","0.37","10","10","10","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239903","19-23871","","plot","279808","Prelim_Scab_2021-rep2-19-23871_1518","2","2","1518","8","24","test","","","","","","","","","","","1.0","5","25","10","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239904","19-23904","","plot","279400","Prelim_Scab_2021-rep2-19-23904_1348","2","2","1348","19","16","test","","","","","","","","","","","1.6","30","10","7","138",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239905","19-23908","","plot","279868","Prelim_Scab_2021-rep2-19-23908_1339","2","2","1339","21","15","test","","","","","","","","","","","0.67","5","25","18","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239906","19-23912","","plot","280105","Prelim_Scab_2021-rep2-19-23912_1450","2","2","1450","13","20","test","","","","","","","","","","","1.2","3","25","14","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239913","19-24047","","plot","279825","Prelim_Scab_2021-rep2-19-24047_1422","2","2","1422","8","19","test","","","","","","","","","","","1.2","18","7","30","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239914","19-24048","","plot","279621","Prelim_Scab_2021-rep2-19-24048_1465","2","2","1465","3","22","test","","","","","","","","","","","0.83","7","20","12","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239916","19-24051","","plot","279716","Prelim_Scab_2021-rep2-19-24051_1481","2","2","1481","19","22","test","","","","","","","","","","","1.2","5","15","7","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239919","19-24061","","plot","279450","Prelim_Scab_2021-rep2-19-24061_1458","2","2","1458","5","20","test","","","","","","","","","","","0.59","5","15","14","132",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239924","19-24076","","plot","279418","Prelim_Scab_2021-rep2-19-24076_1577","2","2","1577","19","26","test","","","","","","","","","","","0.87","5","10","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239925","19-24106","","plot","279323","Prelim_Scab_2021-rep2-19-24106_1495","2","2","1495","16","23","test","","","","","","","","","","","1.4","45","25","10","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239934","19-24170","","plot","279416","Prelim_Scab_2021-rep2-19-24170_1631","2","2","1631","24","29","test","","","","","","","","","","","0.38","20","1","10","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239936","19-24261","","plot","279863","Prelim_Scab_2021-rep2-19-24261_1485","2","2","1485","23","22","test","","","","","","","","","","","0.32","7","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239937","19-24267","","plot","279856","Prelim_Scab_2021-rep2-19-24267_1585","2","2","1585","22","27","test","","","","","","","","","","","1.1","3","20","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239938","19-24268","","plot","279879","Prelim_Scab_2021-rep2-19-24268_1431","2","2","1431","17","19","test","","","","","","","","","","","2.2","55","10","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239940","19-24275","","plot","279464","Prelim_Scab_2021-rep2-19-24275_1373","2","2","1373","7","17","test","","","","","","","","","","","0.97","16","25","15","135",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239941","19-24306","","plot","279992","Prelim_Scab_2021-rep2-19-24306_1396","2","2","1396","19","18","test","","","","","","","","","","","1.1","15","50","20","133",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239970","19-25126","","plot","279321","Prelim_Scab_2021-rep2-19-25126_1594","2","2","1594","13","27","test","","","","","","","","","","","0.40","7","5","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239974","19-25145","","plot","280138","Prelim_Scab_2021-rep2-19-25145_1464","2","2","1464","2","22","test","","","","","","","","","","","1.4","7","15","7","134",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239976","19-25162","","plot","279429","Prelim_Scab_2021-rep2-19-25162_1502","2","2","1502","9","23","test","","","","","","","","","","","0.56","20","7","7","136",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239979","19-25201","","plot","279723","Prelim_Scab_2021-rep2-19-25201_1520","2","2","1520","10","24","test","","","","","","","","","","","0.80","5","1","7","137",""
"2021","326","University of Illinois","Wheat breeding program at the University of Illinois","1240","Pr_Scb_21","UIUC Prelim Scab Trail 2021","RCBD","","","","no","no","2020-September-29","","26","Urbana, IL","239980","19-25205","","plot","279762","Prelim_Scab_2021-rep2-19-25205_1402","2","2","1402","13","18","test","","","","","","","","","","","1.3","25","30","25","136",""
